Order,I2-heat,H2O-heat,N2-heat,O2-heat,I2-henry,N2-henry,O2-henry,H2O-henry
1135,-5818.01205,-3043.76845,-1151.88403,-1142.91271,0.00663157,7.68E-07,8.58E-07,4.71E-07
1136,-6246.64074,-1317.2383,-1240.01217,-1312.58504,0.016564,8.63E-07,1.03E-06,5.31E-07
1137,-5318.56697,-3205.75431,-2297.00795,-2176.20731,1.14E-05,3.31E-07,4.39E-07,1.63E-07
1138,-3603.37248,-3316.85518,-2005.81061,-2020.21849,3.27E-07,5.19E-07,7.00E-07,2.62E-07
1139,-1276.77135,-2254.80074,-2258.60423,-2280.68074,6.63E-10,4.83E-07,7.48E-07,2.56E-07
1140,-9978.83545,-2513.1682,-1763.12759,-1750.99857,1.47803,9.19E-07,1.07E-06,4.39E-07
1141,-5400.81586,-3019.4585,-1061.8929,-1108.19709,0.00124952,6.65E-07,7.70E-07,4.42E-07
1142,-6765.06516,-12034.15739,-1509.12831,-1392.42377,0.0321211,6.92E-07,7.90E-07,3.87E-07
1143,-5837.86197,-7634.0804,-1401.40645,-1190.92561,0.0106222,7.66E-07,8.46E-07,4.59E-07
1144,-8000.38502,-7342.11469,-1911.56657,-1707.8066,0.214905,9.71E-07,1.08E-06,4.27E-07
1145,-2892.14731,-2773.19647,-2111.42134,-2089.01994,9.49E-08,4.79E-07,6.78E-07,2.52E-07
1146,-4233.90204,-1957.25891,-1920.40358,-1874.19271,1.33E-06,1.78E-07,2.24E-07,9.23E-08
1147,-5642.52425,-1965.73976,-1911.23317,-1850.91781,4.18E-05,1.89E-07,2.32E-07,9.57E-08
1148,-4182.10578,-2023.89359,-1959.54261,-1900.11071,1.15E-06,1.68E-07,2.14E-07,8.89E-08
1149,-4071.99357,-2042.40825,-1976.76634,-1919.97837,5.66E-07,1.64E-07,2.12E-07,8.78E-08
1150,-5694.55085,-10554.03715,-1208.89706,-1216.64701,0.0016156,4.43E-07,5.18E-07,2.91E-07
1151,-8984.89796,-1755.44783,-1759.34282,-1730.271,2.19416,6.25E-07,6.71E-07,2.51E-07
1152,-7024.9136,-5406.72883,-1752.07031,-1623.15118,0.0120176,3.81E-07,4.76E-07,2.30E-07
1153,-6179.61972,-2208.83448,-1304.50812,-1302.5622,0.00426556,7.45E-07,8.54E-07,4.40E-07
1154,-4116.73945,-6997.91519,-1149.84324,-1103.27421,2.14E-05,6.46E-08,7.86E-08,5.11E-08
1155,-4995.24141,-8902.22921,-1217.09011,-1080.78201,0.000688367,2.92E-07,3.28E-07,1.97E-07
1156,-4275.03674,-26799.64174,-3260.01577,-1101.22832,0.000227087,2.15E-07,2.42E-07,1.47E-07
1157,-5242.89628,-1118.0138,-1052.41982,-1069.63913,0.0026326,6.55E-07,7.20E-07,4.18E-07
1158,-6036.95519,-4806.34267,-1164.18636,-1134.30843,0.00891099,4.15E-07,4.40E-07,2.46E-07
1159,-7382.4944,-7396.00802,-1678.64934,-1579.30352,0.0282132,5.35E-07,6.33E-07,2.87E-07
1160,-5711.39066,-7585.48911,-1199.48639,-1209.5212,0.000793502,1.22E-07,1.58E-07,1.00E-07
1161,-7130.27153,-7507.16776,-1610.69326,-1503.11521,0.0127051,4.79E-07,5.98E-07,2.95E-07
1162,-9450.06546,-6286.11496,-1209.86568,-1222.68771,0.578422,7.38E-07,8.22E-07,4.45E-07
1163,9880.20086,-5111.71316,-1728.98338,-1880.3848,7.52E-22,7.97E-08,1.65E-07,9.32E-08
1164,-4505.15218,-5694.18285,-1805.04541,-1787.0348,4.33E-06,3.06E-07,4.14E-07,1.74E-07
1165,-8065.88263,-3410.55891,-1563.48012,-1502.40946,0.357207,3.15E-07,3.31E-07,1.47E-07
1166,2676.43368,-1655.82621,-2216.59613,-2236.75609,8.97E-14,3.50E-07,5.33E-07,1.89E-07
1167,-8293.08269,-3181.23622,-2149.35623,-2086.83721,0.0221744,5.09E-07,6.28E-07,2.18E-07
1168,-4681.86549,-9051.55937,-1050.26642,-1000.62242,0.00124035,6.96E-07,7.94E-07,5.06E-07
1169,-4231.79347,-8308.11971,-959.94693,-920.09787,0.000548985,7.75E-07,8.75E-07,5.76E-07
1170,-4436.72155,-2192.67969,-2495.85992,-2473.45264,2.47E-06,1.90E-06,2.51E-06,6.58E-07
1171,-6476.9377,-1610.75818,-995.21125,-989.26719,0.00502979,6.26E-07,6.70E-07,3.98E-07
1172,-5418.82492,-1548.88744,-1182.93613,-1188.48297,0.00261694,6.97E-07,7.61E-07,4.10E-07
1173,-5795.42813,-9015.53068,-1612.96571,-1285.2486,0.000903015,3.22E-07,3.74E-07,2.10E-07
1174,-5916.33071,-9306.04374,-1644.23439,-1327.10036,0.000999538,3.23E-07,3.78E-07,2.07E-07
1175,-5884.90147,-9295.42421,-1613.8331,-1306.98091,0.00111849,3.27E-07,3.79E-07,2.10E-07
1176,-7482.30731,-6125.71183,-1502.51032,-1439.7796,0.0888094,2.87E-07,3.12E-07,1.50E-07
1177,-6077.17572,-1845.21778,-2059.14838,-2014.85632,0.000326222,8.66E-07,1.11E-06,3.87E-07
1178,-7345.46368,-6807.82699,-1587.19705,-1442.09994,0.0931767,3.59E-07,3.90E-07,1.89E-07
1179,-6141.01454,-13429.84468,-1551.29835,-1589.27824,0.00897155,5.87E-07,7.27E-07,3.23E-07
1180,-5735.52421,-11416.04718,-1137.63469,-1140.08425,0.00315098,6.75E-07,7.50E-07,4.14E-07
1181,-6075.66976,-11616.64794,-1522.13686,-1551.14608,0.00864748,5.88E-07,7.09E-07,3.22E-07
1182,-5953.65237,-11019.3969,-1157.19351,-1162.14032,0.0042995,6.64E-07,7.36E-07,4.01E-07
1183,-561.15921,-4592.76934,-1847.24028,-1874.69401,6.61E-11,1.60E-07,2.76E-07,1.39E-07
1184,990.01329,-4063.87984,-1860.69841,-1894.97591,2.00E-12,1.82E-07,3.06E-07,1.48E-07
1185,506.06411,-3989.88215,-1852.19619,-1888.66241,6.68E-12,1.89E-07,3.18E-07,1.54E-07
1186,1253.5188,-4059.81134,-1858.42897,-1895.05005,1.09E-12,1.79E-07,3.03E-07,1.47E-07
1187,-2195.16673,-3836.49924,-1880.91229,-1867.83516,7.19E-09,2.57E-07,3.87E-07,1.78E-07
1188,-4205.69279,-3593.16515,-1823.48696,-1805.85655,9.00E-07,2.98E-07,4.23E-07,1.95E-07
1189,-5248.21156,-6155.30507,-2249.02543,-2339.9961,2.18E-05,4.48E-07,7.65E-07,2.65E-07
1190,-4916.8157,-8167.26593,-1217.3809,-1267.47046,0.00020728,1.45E-07,1.93E-07,1.18E-07
1191,-6904.98272,-4201.22525,-1490.10937,-1480.79855,0.00945446,4.36E-07,5.10E-07,2.44E-07
1192,-8014.59819,-6310.24124,-1849.32826,-1789.25868,0.0293735,4.07E-07,4.97E-07,2.09E-07
1193,-1907.12868,-2494.98283,-2256.24616,-2276.16339,3.04E-09,5.25E-07,7.81E-07,2.63E-07
1194,-5576.35991,-2059.16828,-1180.50971,-1181.1357,0.00862759,6.97E-07,7.65E-07,4.02E-07
1195,-5812.17695,-2098.38456,-1210.66876,-1210.21654,0.0123451,6.87E-07,7.51E-07,3.91E-07
1196,-6976.05854,-2124.58107,-1481.4074,-1442.70035,0.0415935,6.18E-07,6.92E-07,3.17E-07
1197,-8999.86877,-5614.60531,-1987.98177,-1823.87313,2.16545,1.27E-06,1.35E-06,4.80E-07
1198,-6899.6458,-7450.8234,-1449.54346,-1428.62752,0.0435634,6.48E-07,7.40E-07,3.54E-07
1199,-548.53434,-2653.51838,-2284.85946,-2305.441,1.39E-10,5.11E-07,7.77E-07,2.65E-07
1200,-6247.33463,-2521.73437,-1210.87836,-1211.03102,0.00742932,3.51E-07,4.04E-07,2.18E-07
1201,-2803.11173,-763.18943,-559.60124,-574.93023,4.63E-05,7.46E-07,7.94E-07,5.91E-07
1202,-2827.30568,-684.92771,-562.48152,-580.14821,4.76E-05,7.40E-07,7.88E-07,5.85E-07
1203,-3050.80329,-644.36458,-611.55549,-628.28176,7.47E-05,7.83E-07,8.36E-07,6.06E-07
1204,-3005.95905,-935.91564,-599.02004,-610.85155,6.64E-05,7.37E-07,7.86E-07,5.77E-07
1205,-3076.99666,-759.15545,-613.9829,-628.48337,7.66E-05,7.65E-07,8.15E-07,5.92E-07
1206,-6467.62526,-3167.36431,-1767.70736,-1799.63626,0.000384268,2.68E-07,4.00E-07,1.89E-07
1207,-5081.85292,-6283.98139,-937.17681,-911.52091,0.000726475,4.19E-07,4.54E-07,2.95E-07
1208,-8050.87115,-1702.81925,-1821.31185,-1914.51792,0.108542,6.78E-07,9.57E-07,4.08E-07
1209,-7990.56341,-1695.29022,-1891.70103,-1974.78249,0.0603715,7.30E-07,1.04E-06,4.26E-07
1210,-7989.42461,-1620.38079,-1768.84721,-1880.78493,0.120244,6.55E-07,9.11E-07,3.96E-07
1211,-6472.9465,-5178.32621,-1406.8597,-1417.83787,0.0131429,7.27E-07,8.35E-07,4.09E-07
1212,-6383.89752,-4364.34976,-1367.47894,-1381.21487,0.0118028,7.38E-07,8.40E-07,4.16E-07
1213,-6511.5057,-1798.37603,-1370.91418,-1394.85749,0.0144824,7.30E-07,8.31E-07,4.10E-07
1214,-7412.32672,-1424.92507,-1947.01919,-1898.80501,0.013617,5.32E-07,6.02E-07,2.14E-07
1215,-2064.74768,-3280.99703,-2234.21081,-2148.85041,7.57E-09,3.05E-07,4.28E-07,1.55E-07
1216,-6125.34784,-9669.23195,-1201.18391,-1172.58571,0.00525384,4.45E-07,4.84E-07,2.68E-07
1217,-7838.44142,-6123.93096,-1767.7956,-1725.77265,0.136642,5.99E-07,7.06E-07,3.00E-07
1218,-6123.6725,-10107.76579,-1209.44063,-1179.32497,0.00528662,4.44E-07,4.84E-07,2.67E-07
1219,-7310.22523,-5641.18561,-1986.45262,-1944.68838,0.00901422,9.41E-07,1.14E-06,4.27E-07
1220,-7055.29107,-5602.17889,-2004.76697,-1964.02848,0.00442065,9.11E-07,1.12E-06,4.20E-07
1221,-3772.84267,-568.32512,-746.97315,-732.87019,0.000114908,3.81E-07,4.12E-07,2.86E-07
1222,-5677.17877,-11646.69539,-1795.50868,-1387.59293,0.000535232,4.27E-07,5.09E-07,2.64E-07
1223,-5598.07291,-9926.59619,-1711.9874,-1412.66719,0.000276741,3.14E-07,3.79E-07,1.93E-07
1224,-4411.54496,-4042.04359,-1925.14234,-1886.18259,7.80E-06,1.01E-06,1.33E-06,5.18E-07
1225,-4785.92834,-6631.22465,-1298.4851,-1151.73723,6.26E-05,1.79E-07,2.31E-07,1.43E-07
1226,-4525.38239,-7631.51147,-1260.24888,-1102.75607,3.80E-05,1.73E-07,2.27E-07,1.45E-07
1227,-9967.13127,-1474.6301,-2152.92232,-2110.08001,1.33188,5.39E-07,6.28E-07,2.04E-07
1228,-9964.66219,-1469.15857,-2151.87502,-2109.12428,1.40595,5.36E-07,6.27E-07,2.08E-07
1229,-8484.99133,-5512.92494,-1733.57445,-1657.30526,1.28324,1.21E-06,1.32E-06,5.27E-07
1230,-6180.00802,-6213.0253,-1175.62146,-1169.34336,0.00555256,6.96E-07,7.73E-07,4.31E-07
1231,-3628.35124,-7206.90553,-1915.74524,-1774.61251,3.12E-07,3.43E-07,5.47E-07,2.69E-07
1232,-6923.65059,-3016.25768,-1371.57368,-1368.84025,0.0437878,5.58E-07,6.23E-07,3.07E-07
1233,-6497.09119,-2922.19284,-1331.87202,-1343.20138,0.0255426,5.72E-07,6.47E-07,3.25E-07
1234,-7567.60163,-7333.26723,-1603.06409,-1464.82059,0.0937427,7.04E-07,8.04E-07,3.92E-07
1235,-6776.95736,-1724.81088,-2067.24043,-2030.27418,0.000669476,4.64E-07,5.65E-07,2.03E-07
1236,-5247.42276,-3312.92727,-1138.58048,-1149.07428,0.00490129,7.46E-07,8.19E-07,4.38E-07
1237,-6224.59276,-8652.84141,-1450.55642,-1309.37676,0.0136073,8.99E-07,1.02E-06,5.15E-07
1238,-6224.59276,-8652.84141,-1450.55642,-1309.37676,0.0137957,8.98E-07,1.01E-06,5.14E-07
1239,-7112.10561,-5409.9813,-1645.15201,-1610.35089,0.0149544,5.17E-07,6.51E-07,3.04E-07
1240,-8197.50285,-3740.51552,-1808.92065,-1765.13953,0.069548,4.23E-07,4.95E-07,2.02E-07
1241,-5246.20085,-5401.16863,-1263.68214,-1186.24107,0.00103839,3.44E-07,3.87E-07,2.21E-07
1242,281.88209,-3051.45243,-2113.6837,-2041.31496,2.25E-11,2.77E-07,4.07E-07,1.60E-07
1243,-7634.91219,-2308.97589,-1726.18629,-1751.02206,0.0754794,7.08E-07,9.02E-07,3.79E-07
1244,-7936.88342,-5053.34672,-1800.02753,-1749.80293,0.121544,9.68E-07,1.11E-06,4.36E-07
1245,-5453.68078,-2056.13088,-2064.11414,-2060.24276,4.43E-05,7.57E-07,1.03E-06,3.72E-07
1246,-7501.60941,-4712.72983,-1905.62161,-1888.50978,0.0155561,4.57E-07,5.77E-07,2.39E-07
1247,-3807.96878,-2249.20826,-1921.94067,-1955.13024,4.51E-07,3.05E-07,4.46E-07,1.86E-07
1248,-7311.88481,-4963.71092,-1516.17031,-1468.44661,0.0817024,8.48E-07,9.64E-07,4.52E-07
1249,-5830.97326,-2663.15898,-1437.00774,-1490.38312,0.00147237,2.23E-07,2.83E-07,1.47E-07
1250,-6343.90232,-16469.43899,-1539.42717,-1308.29047,0.0106268,5.51E-07,6.06E-07,3.07E-07
1251,-5801.35982,-3059.19019,-1847.12641,-1818.88297,7.33E-05,2.57E-07,3.34E-07,1.42E-07
1252,-9396.33879,-1929.54202,-1998.94446,-1998.5951,0.384626,5.57E-07,7.82E-07,3.12E-07
1253,-2970.08517,-8949.14422,-979.53812,-834.33526,1.68E-06,1.25E-07,1.51E-07,1.07E-07
1254,-6579.78528,-4256.38674,-1416.50771,-1398.91064,0.0226706,4.86E-07,5.37E-07,2.55E-07
1255,-6358.04594,-12727.83239,-1610.12264,-1508.69541,0.00132618,3.56E-07,4.37E-07,2.23E-07
1256,-7024.00967,-5333.37756,-1719.10391,-1787.15293,0.0319815,8.72E-07,1.11E-06,4.92E-07
1257,-6869.59247,-11136.45141,-1558.99086,-1457.54198,0.0282126,5.26E-07,6.12E-07,2.94E-07
1258,-6929.65118,-11864.84611,-1579.48095,-1462.77669,0.0311904,5.22E-07,6.07E-07,2.90E-07
1259,-7235.71438,-2105.13666,-1743.33408,-1743.49103,0.0198186,8.02E-07,9.93E-07,3.98E-07
1260,-3905.13508,-2613.33118,-2113.42934,-1977.25192,5.98E-07,2.44E-07,3.07E-07,1.19E-07
1261,-7091.51238,-3429.49785,-1448.60604,-1384.46062,0.0237545,3.62E-07,4.06E-07,2.04E-07
1262,-7647.71504,-2916.34843,-1730.48289,-1684.93317,0.0406611,8.82E-07,1.05E-06,4.45E-07
1263,-6469.47851,-1175.61303,-1375.04184,-1391.96593,0.08282,1.22E-06,1.34E-06,6.16E-07
1264,-7419.68493,-6351.94837,-1588.33403,-1460.48398,0.136366,9.93E-07,1.07E-06,4.84E-07
1265,-6426.59333,-7955.24081,-1736.83615,-1650.47653,0.00214372,3.87E-07,4.45E-07,1.88E-07
1266,-6134.9915,-1286.79201,-1303.29794,-1283.37537,0.0013295,2.31E-07,2.72E-07,1.51E-07
1267,-8986.9898,-3216.13289,-2001.77189,-2026.03539,0.918935,5.62E-07,7.93E-07,3.13E-07
1268,-5486.18086,-5781.85651,-1276.93147,-1238.23054,0.00566534,1.09E-06,1.20E-06,6.11E-07
1269,-5792.49779,-2477.55867,-1275.74898,-1285.73563,0.00466368,9.77E-07,1.13E-06,5.75E-07
1270,-5569.11625,-1244.30697,-1361.069,-1391.36336,0.0032541,1.10E-06,1.31E-06,6.42E-07
1271,-7536.22571,-8349.80137,-1468.3286,-1406.47693,0.0478026,6.58E-07,7.15E-07,3.38E-07
1272,-6754.58695,-4837.14864,-1432.63878,-1356.55032,0.0242106,4.94E-07,5.41E-07,2.60E-07
1273,-5055.89866,-3966.83285,-1166.39679,-1200.0495,0.00068072,3.69E-07,4.53E-07,2.70E-07
1274,-4528.45722,-3939.76741,-1211.91114,-1256.03864,0.00022284,5.37E-07,6.58E-07,3.81E-07
1275,-7433.34804,-2230.87245,-1512.54474,-1435.68475,0.0570116,3.49E-07,3.71E-07,1.73E-07
1276,-7477.6865,-2449.56775,-1524.97306,-1439.20898,0.0645275,3.52E-07,3.73E-07,1.73E-07
1277,-6918.05182,-6327.62909,-1328.36171,-1236.66635,0.0334595,6.40E-07,6.89E-07,3.73E-07
1278,-4665.19914,-1488.524,-975.78625,-982.73802,0.000791758,6.23E-07,6.91E-07,4.23E-07
1279,-4120.66688,-1382.05019,-877.47715,-884.85819,0.00029973,6.37E-07,6.98E-07,4.47E-07
1280,-6284.82975,-19003.71397,-1994.76226,-1521.96218,0.000652061,1.24E-07,1.48E-07,7.26E-08
1281,-4171.91279,-2201.68274,-1563.01714,-1521.46481,2.48E-06,1.48E-07,1.95E-07,1.02E-07
1282,-4298.85949,-2208.07077,-1555.38626,-1513.75854,3.42E-06,1.53E-07,1.99E-07,1.05E-07
1283,-4560.12659,-2176.07049,-1544.62732,-1501.09963,7.61E-06,1.61E-07,2.07E-07,1.08E-07
1284,-4253.48694,-2424.75441,-1685.48333,-1636.09971,2.12E-06,1.59E-07,2.10E-07,1.04E-07
1285,-7464.22643,-11990.27495,-1854.18527,-1583.27546,0.0406987,4.63E-07,5.23E-07,2.22E-07
1286,-3438.49114,-2432.31091,-1654.47927,-1610.43194,2.59E-07,1.41E-07,1.92E-07,9.81E-08
1287,-4335.80398,-2397.46559,-1620.47187,-1572.81598,2.98E-06,1.53E-07,2.01E-07,1.03E-07
1288,-3743.97283,-2331.41767,-1634.20333,-1589.39804,7.10E-07,1.49E-07,1.99E-07,1.02E-07
1289,-5345.79078,-5135.62624,-927.41514,-884.53778,0.00235952,9.41E-07,1.02E-06,6.72E-07
1290,-5078.19405,-2208.20746,-1014.11316,-992.72329,0.00171056,8.62E-07,9.33E-07,5.51E-07
1291,-6242.01184,-1905.9947,-1719.45617,-1684.66317,0.000612828,3.11E-07,3.66E-07,1.66E-07
1292,-6612.19968,-5984.09176,-1391.94457,-1388.06264,0.0125611,1.00E-06,1.16E-06,5.74E-07
1293,-6048.26242,-5047.39302,-1371.58493,-1251.05298,0.00177581,1.70E-07,2.01E-07,1.19E-07
1294,-5076.94716,-6494.02443,-1238.72437,-1037.95578,0.000870255,2.21E-07,2.39E-07,1.46E-07
1295,-6820.18428,-1834.05603,-1367.38859,-1379.92655,0.0628971,7.22E-07,7.80E-07,3.66E-07
1296,-6438.02616,-2236.77314,-1364.548,-1384.7514,0.0451476,9.23E-07,1.02E-06,4.84E-07
1297,-8098.9855,-1948.53621,-1996.89306,-1968.86617,0.0245644,5.48E-07,7.05E-07,2.56E-07
1298,-7654.21217,-4556.92933,-1488.38109,-1409.15284,0.0938137,3.24E-07,3.46E-07,1.65E-07
1299,-6907.19739,-5833.66931,-1416.77267,-1385.88266,0.0262411,4.35E-07,4.77E-07,2.28E-07
1300,-6267.83599,-7451.86003,-1410.89366,-1277.51771,0.00697648,1.92E-07,2.11E-07,1.12E-07
1301,-6308.48436,-7069.32638,-1408.24915,-1279.46993,0.00820552,2.11E-07,2.33E-07,1.23E-07
1302,4092.79118,-3351.73329,-2064.68351,-2024.05944,3.49E-15,2.14E-07,3.42E-07,1.43E-07
1303,2184.73947,-3334.33331,-2087.5927,-2021.3232,2.36E-13,2.33E-07,3.60E-07,1.49E-07
1304,-6112.7825,-7931.77529,-1225.85615,-1130.59295,0.00548266,6.98E-07,7.64E-07,4.22E-07
1305,-4885.70941,-6684.88202,-1003.35498,-944.40185,0.00139642,7.14E-07,7.65E-07,4.68E-07
1306,-6636.58583,-4944.29126,-1763.52816,-1740.99005,0.00636455,7.86E-07,9.52E-07,3.88E-07
1307,-6344.58498,-4453.93552,-1566.56298,-1554.82521,0.00720137,7.81E-07,9.15E-07,4.05E-07
1308,-6160.56854,-2480.63875,-1674.26734,-1611.81804,0.000421739,2.78E-07,3.45E-07,1.65E-07
1309,-6188.88597,-2116.07964,-1309.99268,-1320.1507,0.00857107,8.75E-07,1.01E-06,5.08E-07
1310,-8354.95858,-6100.7378,-1942.14384,-1917.22402,0.0855152,3.59E-07,4.35E-07,1.63E-07
1311,-6281.20564,-6105.35908,-1787.08003,-1656.41409,0.000541531,3.39E-07,4.85E-07,2.45E-07
1312,-7999.2108,-8009.60413,-1744.85231,-1687.45536,0.188549,4.71E-07,5.54E-07,2.35E-07
1313,1146.22064,-4906.99986,-1697.75012,-1803.20682,3.04E-12,1.81E-07,3.09E-07,1.51E-07
1314,-7108.31941,-4948.29917,-1728.37544,-1686.60534,0.0297026,7.85E-07,9.17E-07,3.81E-07
1315,-6354.20721,-6568.57284,-1633.23982,-1533.51418,0.00347653,6.36E-07,7.48E-07,3.46E-07
1316,-5336.793,-1790.12937,-1130.08109,-1100.25287,0.0025457,7.22E-07,7.91E-07,4.44E-07
1317,-5363.51004,-1800.1011,-1125.32418,-1094.00969,0.00304659,7.28E-07,7.91E-07,4.42E-07
1318,-4779.56968,-3470.19991,-1065.46447,-1049.84858,0.00123852,8.36E-07,9.17E-07,5.19E-07
1319,-7412.73191,-2501.21644,-1524.93869,-1502.34456,0.117913,5.66E-07,6.28E-07,2.81E-07
1320,-7515.21782,-4227.57264,-1096.48842,-1133.80611,0.00566388,7.65E-07,8.67E-07,4.98E-07
1321,-6416.13634,-11528.23777,-1458.94432,-1371.22899,0.00203274,1.97E-07,2.43E-07,1.34E-07
1322,-7419.00098,-2321.92993,-1518.67942,-1500.4849,0.114549,5.57E-07,6.19E-07,2.80E-07
1323,-6750.82653,-5104.50413,-1396.7516,-1267.51032,0.00562099,2.99E-07,3.32E-07,1.79E-07
1324,-3762.1757,-1345.56996,-1480.22257,-1502.9727,1.63E-06,2.79E-07,3.63E-07,1.90E-07
1325,-5693.58641,-5628.50793,-1328.41379,-1265.09861,0.00107488,3.25E-07,3.98E-07,2.29E-07
1326,-7987.17152,-9547.41245,-1615.13624,-1585.13473,0.260982,6.63E-07,7.23E-07,3.08E-07
1327,-5923.95051,-5861.11765,-1206.41907,-1141.66795,0.00649734,5.03E-07,5.52E-07,3.09E-07
1328,-3340.48206,-2214.38986,-717.79691,-720.14939,3.03E-05,1.42E-07,1.57E-07,1.17E-07
1329,-3499.06463,-842.42981,-714.15206,-692.73063,4.24E-05,3.06E-07,3.35E-07,2.45E-07
1330,-1994.33656,-8366.48384,-1814.11567,-1698.74296,3.10E-09,1.54E-07,2.28E-07,1.19E-07
1331,-8151.64495,-4756.31568,-1731.94166,-1681.52629,0.599992,1.14E-06,1.25E-06,4.96E-07
1332,-3893.04588,-2433.72924,-1712.89787,-1648.46257,1.12E-06,2.77E-07,3.72E-07,1.74E-07
1333,-4880.43969,-996.69365,-744.06071,-785.67201,0.00034749,8.87E-07,9.69E-07,6.49E-07
1334,-6671.68841,-5282.6554,-1671.4365,-1589.84143,0.0036585,6.48E-07,8.04E-07,3.75E-07
1335,-6789.7711,-16281.28739,-2337.05031,-1749.75164,0.00209039,4.93E-07,6.24E-07,2.69E-07
1336,-6750.63664,-16143.09082,-2322.02662,-1748.23007,0.00186792,4.87E-07,6.19E-07,2.70E-07
1337,-7751.45337,-14384.01121,-1905.51504,-1824.38869,0.0166105,4.41E-07,5.57E-07,2.32E-07
1338,-8030.38309,-13507.13147,-1906.44199,-1800.38255,0.0231327,4.03E-07,4.95E-07,2.04E-07
1339,-6882.31092,-16308.59481,-2289.47785,-1719.49135,0.00329029,5.13E-07,6.38E-07,2.77E-07
1340,-7442.08355,-1230.33527,-1517.52232,-1517.07111,0.514731,1.38E-06,1.49E-06,6.25E-07
1341,-7417.41887,-1256.2842,-1509.1038,-1505.02031,0.437661,1.32E-06,1.43E-06,6.07E-07
1342,-6895.32521,-1219.5139,-1440.40882,-1448.95429,0.188237,1.28E-06,1.40E-06,6.18E-07
1343,-6043.45837,-10619.0431,-1326.7948,-1262.96933,0.014235,5.50E-07,5.93E-07,2.94E-07
1344,-6604.39276,-1525.58304,-1353.25227,-1359.64655,0.0416502,5.95E-07,6.42E-07,3.01E-07
1345,-6221.04567,-1407.41262,-1302.02306,-1301.78275,0.020411,5.63E-07,6.06E-07,2.95E-07
1346,-6369.43857,-3041.30718,-1322.46128,-1298.00973,0.0227058,5.99E-07,6.67E-07,3.36E-07
1347,-5075.57155,-3335.77875,-1100.60769,-1103.64407,0.0034549,6.97E-07,7.60E-07,4.18E-07
1348,-8560.12967,-4517.85179,-1973.88997,-1903.70606,0.119116,5.98E-07,6.91E-07,2.52E-07
1349,-8042.69932,-4710.49052,-1941.80885,-1892.54685,0.0458983,7.01E-07,8.64E-07,3.35E-07
1350,-7842.9215,-4267.32683,-1954.82878,-1907.05435,0.0244632,6.48E-07,8.11E-07,3.15E-07
1351,-2941.20727,-616.60184,-575.02804,-593.57496,5.96E-05,7.48E-07,7.98E-07,5.90E-07
1352,-2932.21738,-715.84746,-575.23246,-593.89228,5.91E-05,7.54E-07,8.05E-07,5.96E-07
1353,-2924.90635,-684.95835,-582.42264,-599.89328,6.03E-05,7.74E-07,8.25E-07,6.08E-07
1354,-5368.87282,-2870.62669,-1195.23084,-1185.12106,0.00118312,6.08E-07,7.08E-07,3.92E-07
1355,-5373.2446,-2648.55385,-1186.42583,-1179.51402,0.00107518,5.83E-07,6.88E-07,3.84E-07
1356,-5748.03392,-3647.20005,-1594.59418,-1558.91791,0.00132548,4.53E-07,6.15E-07,3.08E-07
1357,-5331.8249,-3568.26457,-1601.59219,-1544.93655,0.00077945,5.64E-07,7.01E-07,3.35E-07
1358,-5360.11701,-3505.83434,-1609.63824,-1554.15008,0.000756666,5.73E-07,7.14E-07,3.36E-07
1359,-5168.27791,-3070.52441,-1419.34106,-1437.99897,0.000393371,3.94E-07,5.30E-07,2.84E-07
1360,-5987.68786,-10723.22166,-1098.9473,-1101.93577,0.00425947,7.68E-07,8.48E-07,4.78E-07
1361,-5978.75671,-3581.87266,-1067.36674,-1091.69905,0.00413129,7.61E-07,8.41E-07,4.73E-07
1362,-5975.20076,-7366.52454,-1078.77197,-1088.0118,0.00461405,8.73E-07,9.57E-07,5.46E-07
1363,-7719.32939,-2643.65163,-2025.61939,-1967.87182,0.0137912,1.06E-06,1.29E-06,4.60E-07
1364,-6022.80415,-2899.27099,-937.99305,-902.8295,0.00225707,3.53E-07,3.87E-07,2.51E-07
1365,-7172.46202,-2533.26606,-1447.26177,-1436.74513,0.0290198,3.17E-07,3.51E-07,1.62E-07
1366,-7027.17137,-2461.24832,-1425.34106,-1404.4541,0.0184552,2.89E-07,3.20E-07,1.52E-07
1367,-6989.54421,-2509.08571,-1512.73586,-1512.09661,0.030691,3.41E-07,3.84E-07,1.73E-07
1368,-5315.61332,-2666.37661,-1168.07103,-1165.42895,0.00121571,5.85E-07,6.88E-07,3.87E-07
1369,-6528.88297,-3345.44083,-1400.81569,-1380.60312,0.0217069,3.76E-07,4.11E-07,1.96E-07
1370,-5177.56409,-13142.06219,-1473.33493,-1264.17936,0.000624684,5.42E-07,6.20E-07,3.22E-07
1371,-5215.329,-7285.53637,-1333.56715,-1264.92796,0.000656684,5.40E-07,6.19E-07,3.21E-07
1372,-5728.37589,-4846.98294,-1414.05781,-1346.98717,0.00199413,6.39E-07,7.25E-07,3.56E-07
1373,-5404.14465,-9721.02264,-1465.41731,-1298.49889,0.00134208,7.39E-07,8.42E-07,4.28E-07
1374,-6714.01756,-6367.78214,-1671.68955,-1526.46621,0.00596898,3.65E-07,4.69E-07,2.42E-07
1375,-3170.4902,-4867.57991,-668.6018,-648.46963,0.000121455,6.86E-07,7.18E-07,5.10E-07
