Order,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1
751,19.01166785,29.24871977,7.312179942,0,5.849743953,0,0,0,0,0,0,0,0,0,0,0,0,0
752,4.910303385,24.55151693,9.820606771,14.73091016,4.910303385,0,0,0,0,0,0,0,0,0,0,0,0,0
753,20.59725367,13.73150245,0,0,2.288583741,0,6.865751223,0,6.865751223,0,0,0,0,0,0,0,0,0
754,19.5728054,9.033602491,4.516801245,6.02240166,7.528002076,0.752800208,0,0,9.033602491,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,10.69275119,24.94975277,3.564250396,0,14.25700158,0,0,0,0,0,0,0,0,0,0,0,0,0
759,10.51430595,24.53338056,3.504768651,0,14.0190746,0,0,0,0,0,0,0,0,0,0,0,0,0
760,8.603457688,20.07473461,2.867819229,0,11.47127692,0,0,0,0,0,0,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0,0,0,0,0,0,7.654673179,7.654673179,0,0,0
762,24.92349295,38.880649,0,0,6.978578025,0,0,0,0,0,0,0,0.996939718,0,0,0,0,0
763,5.304186237,14.14449663,0,0,7.072248316,0,0,0,0,0,0,0,0,0,1.768062079,0,0,0
764,5.41476872,14.43938325,0,0,7.219691627,0,0,0,0,0,0,0,0,0,1.804922907,0,0,0
765,8.709919319,26.12975796,0,10.88739915,10.88739915,0,0,0,0,0,0,0,0,0,0,0,0,0
766,20.24842224,6.74947408,0,0,26.99789632,0,0,6.74947408,13.49894816,0,0,0,0,0,0,0,0,0
767,17.68669613,26.53004419,4.421674032,2.210837016,6.632511049,0,0,0,0,0,0,0,0,0,0,0,0,0
768,17.54514044,26.31771066,4.38628511,2.193142555,6.579427665,0,0,0,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,12.20133944,18.30200917,6.100669722,18.30200917,0,0,0,0,3.050334861,0,0,0,0,0,0,0,0,0
771,17.66665968,32.80951083,2.523808526,0,10.0952341,0,0,0,0,0,0,0,0,0,0,0,0,0
772,31.18791856,10.39597285,0,13.86129714,6.93064857,0,0,0,15.59395928,0,0,0,0,0,0,0,0,0
773,22.196302,24.21414764,2.017845637,0,5.044614092,0,0,1.008922818,5.044614092,0,0,0,0,0,0,6.05353691,0,0
774,6.191904048,14.44777611,2.063968016,8.255872064,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,14.05329705,22.99630427,2.555144919,1.27757246,3.832717379,0,0,0,0,0,0,0,0,0,1.27757246,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,4.898904457,4.898904457,0,0,0
777,18.22974178,15.62549295,0,2.604248825,7.812746475,1.302124413,0,0,5.20849765,0,0,2.604248825,3.472331767,0,0,0,0,0
778,19.46282889,16.68242477,0,2.780404128,8.341212383,1.390202064,0,0,5.560808255,0,0,2.780404128,3.707205503,0,0,0,0,0
779,0,12.19189267,0,24.38378533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,10.50274569,21.00549138,0,0,10.50274569,0,0,0,0,0,0,0,0,0,0,0,0,0
781,16.9981632,29.7467856,0,0,8.499081599,0,0,0,0,0,0,0,0,0,0,0,0,0
782,28.24580043,13.03652328,2.172753879,0,4.345507759,0,0,0,8.691015517,0,0,0,2.172753879,0,0,0,0,0
783,22.13251076,14.75500718,0,6.147919657,1.229583931,0,0,0,7.377503588,0,0,0,0,0,0,0,0,0
784,11.77801292,23.55602585,0,11.77801292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,12.71056534,25.42113068,0,12.71056534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,31.00067326,28.18243024,2.818243024,2.818243024,2.818243024,0,0,0,8.454729072,0,0,2.818243024,0,0,0,0,0,0
787,30.29844638,38.37803208,4.03979285,0,4.03979285,0,0,0,2.019896425,0,0,0,0,2.019896425,0,0,0,0
788,30.19348344,38.24507903,4.025797792,2.012898896,2.012898896,0,0,0,2.012898896,0,0,0,0,2.012898896,0,0,0,0
789,32.62530366,31.50029319,6.750062826,0,2.250020942,0,0,0,4.500041884,0,0,0,1.125010471,0,0,0,0,0
790,11.27011948,24.95526456,0,6.440068275,6.440068275,0,0,0.805008534,4.830051206,0,0,0,0,0,0,9.660102412,0,0
791,11.15623912,24.70310091,0,7.171868007,5.578119561,0,0,0.796874223,4.781245338,0,0,0,0,0,0,9.562490677,0,0
792,9.515934069,25.37582418,0,11.10192308,1.585989012,0,0,0,4.757967035,0,0,0,0,0,0,9.515934069,0,0
793,9.450585204,25.20156054,0,1.575097534,11.02568274,0,0,0,4.725292602,0,0,0,0,0,0,9.450585204,0,0
794,23.94821841,22.68778587,3.781297644,0,7.562595289,1.260432548,0,7.562595289,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,14.41524629,24.02541049,0,0,9.610164194,0,0,0,0,0,0,0,0,0,4.805082097,0,0,0
798,25.50237219,10.20094887,0,10.20094887,10.20094887,0,0,0,10.20094887,0,0,0,5.100474437,0,0,0,0,0
799,25.50371175,10.2014847,0,10.2014847,10.2014847,0,0,0,10.2014847,0,0,0,5.10074235,0,0,0,0,0
800,25.76773251,10.307093,0,10.307093,10.307093,0,0,0,10.307093,0,0,0,5.153546502,0,0,0,0,0
801,25.64268668,10.25707467,0,10.25707467,10.25707467,0,0,0,10.25707467,0,0,0,5.128537336,0,0,0,0,0
802,16.05289653,32.10579307,4.586541867,9.173083734,9.173083734,0,0,0,0,0,0,0,2.293270934,0,0,0,0,0
803,27.5889003,22.72027084,1.622876488,0,8.114382442,0,0,1.622876488,4.868629465,0,0,0,0,3.245752977,0,0,0,0
804,39.95500371,0,0,0,0,0,0,1.902619224,15.22095379,0,0,0,3.805238449,7.610476897,7.610476897,0,0,0
805,27.022134,10.8088536,0,16.2132804,5.404426801,0,0,0,10.8088536,0,0,0,5.404426801,0,0,0,0,0
806,20.69699639,6.898998796,0,11.49833133,2.299666265,0,0,0,13.79799759,0,0,0,0,0,0,0,0,0
807,21.56578669,34.50525871,4.313157339,2.875438226,8.626314677,0,0,0,1.437719113,0,0,0,0,0,0,0,0,0
808,2.851116743,25.66005069,2.851116743,2.851116743,19.9578172,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,30.39188079,21.27431655,0,6.078376158,0,0,3.039188079,0,6.078376158,0,0,0,3.039188079,0,0,0,0,0
811,30.52275221,21.36592655,0,6.104550443,0,0,3.052275221,0,6.104550443,0,0,0,3.052275221,0,0,0,0,0
812,9.655203389,17.93109201,8.27588862,2.75862954,5.51725908,0,0,0,0,0,0,0,0,0,0,0,0,0
813,16.08819014,21.45092018,0,0,3.575153364,0,0,5.362730046,0,0,0,0,0,3.575153364,3.575153364,0,0,0
814,15.28004865,20.3733982,0,0,3.395566367,0,0,5.09334955,0,0,0,0,0,3.395566367,3.395566367,0,0,0
815,15.4576546,20.61020613,0,0,3.435034356,0,0,3.435034356,1.717517178,0,0,0,0,3.435034356,3.435034356,0,0,0
816,19.93601392,29.90402088,4.98400348,4.98400348,4.98400348,0,0,0,0,0,0,0,0,0,0,0,0,0
817,12.22261162,24.44522325,0,0,12.22261162,0,0,0,0,0,0,0,0,0,0,0,0,0
818,11.03631265,22.0726253,0,0,11.03631265,0,0,0,0,0,0,0,0,0,0,0,0,0
819,11.31474682,22.62949364,0,0,11.31474682,0,0,0,0,0,0,0,0,0,0,0,0,0
820,12.06027754,24.12055509,0,0,12.06027754,0,0,0,0,0,0,0,0,0,0,0,0,0
821,12.99735326,25.99470653,0,0,12.99735326,0,0,0,0,0,0,0,0,0,0,0,0,0
822,14.01252743,28.02505485,0,0,14.01252743,0,0,0,0,0,0,0,0,0,0,0,0,0
823,13.98426478,27.96852955,0,0,13.98426478,0,0,0,0,0,0,0,0,0,0,0,0,0
824,11.77318024,23.54636047,0,11.77318024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,11.90211462,23.80422923,0,11.90211462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,7.5841636,17.0643681,0,0,11.3762454,0,0,0,0,0,0,0,0,0,0,0,0,0
827,12.01659137,24.03318274,0,0,12.01659137,0,0,0,0,0,0,0,0,0,0,0,0,0
828,22.45480236,0,0,0,0,0,0,0,11.22740118,0,0,0,5.61370059,0,2.806850295,0,0,0
829,16.75291471,27.92152452,3.722869937,0.930717484,6.515022389,0,0,0,0,0,0,0,0,0,0,0,0,0
830,14.5480349,29.0960698,2.90960698,0,11.63842792,0,0,0,0,0,0,0,0,0,0,0,0,0
831,7.385960449,19.69589453,0,0,9.847947265,0,0,0,0,0,0,0,0,0,0,0,0,0
832,7.815962991,23.44788897,0,0,15.63192598,0,0,0,0,0,0,0,0,0,0,0,0,0
833,8.08481917,24.25445751,0,16.16963834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,7.770587394,23.31176218,0,15.54117479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,7.868139765,23.6044193,0,15.73627953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,7.871649803,23.61494941,0,15.74329961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,7.936263382,23.80879015,0,15.87252676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,5.553718641,11.10743728,0,0,5.553718641,0.462809887,0,0,0,0,0,0,0,0,0,0,0,0
839,5.543433587,11.08686717,0,0,5.543433587,0.461952799,0,0,0,0,0,0,0,0,0,0,0,0
840,5.532539461,11.06507892,0,0,5.532539461,0.461044955,0,0,0,0,0,0,0,0,0,0,0,0
841,5.526740922,11.05348184,0,0,5.526740922,0.460561743,0,0,0,0,0,0,0,0,0,0,0,0
842,14.77978947,9.85319298,3.694947367,4.92659649,9.85319298,0,0,0,7.389894735,0,0,0,3.694947367,0,1.231649122,0,0,0
843,19.89363883,26.52485178,3.315606472,0,0,0,0,0,0,1.657803236,0,0,1.657803236,0,3.315606472,0,0,0
844,20.40354393,38.95222023,0,9.274338151,1.85486763,0,0,0,0,0,0,0,0,0,0,0,0,0
845,13.7722506,24.10143855,0,0,8.607656624,0,0,0,0,0,0,0,0,0,0,0,0,0
846,16.89544337,25.34316506,12.67158253,4.223860843,4.223860843,0,0,0,0,0,0,0,0,0,0,0,0,0
847,13.09973898,19.64960848,9.824804238,2.456201059,4.093668432,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72969801,0,0,0
849,6.906311517,20.71893455,0,0,13.81262303,0,0,0,0,0,0,3.453155758,0,0,0,0,0,0
850,19.13923524,17.01265354,0,0,4.962023951,0,2.835442257,0,7.088605644,0,0,0,0,0,0,0,0,0
851,16.43594694,32.87189388,0,9.131081633,1.826216327,0,0,0,0,0,0,0,0,0,0,0,0,0
852,16.74667205,16.74667205,25.12000807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,12.62208982,22.08865718,9.466567363,0,6.311044908,3.155522454,0,0,0,0,0,0,0,0,0,0,0,0
854,14.57531527,25.50680171,10.93148645,0,7.287657633,3.643828816,0,0,0,0,0,0,0,0,0,0,0,0
855,14.77370318,29.54740636,0,0,9.849135452,0,0,0,0,0,0,0,0,0,0,0,0,0
856,14.35418032,28.70836064,0,0,9.569453545,0,0,0,0,0,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,30.49804949,7.223222247,0,2.407740749,4.012901248,0,2.407740749,0,14.44644449,0,0,0,7.223222247,0,0.80258025,0,0,0
859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,16.65677557,11.10451705,8.328387786,0,11.10451705,0,0,0,5.552258524,0,0,0,0,0,0,0,0,0
863,23.52050312,33.60071874,3.360071874,0,0,0,0,0,0,0,0,0,0,0,0,5.040107812,0,0
864,27.82721729,24.34881513,0,0,6.956804322,0,0,0,8.696005402,0,0,0,0,0,0,0,0,0
865,4.532178468,13.5965354,0,0,0,0,2.266089234,0,0,0,0,0,0,9.064356935,9.064356935,13.5965354,0,0
866,27.14270855,37.99979197,5.428541709,2.714270855,9.499947992,0,0,1.357135427,2.714270855,0,0,0,0,0,0,0,0,0
867,14.40815366,28.81630731,0,0,9.60543577,0,0,0,0,0,0,0,0,0,0,0,0,0
868,14.26749999,28.53499998,0,0,9.511666659,0,0,0,0,0,0,0,0,0,0,0,0,0
869,16.68908312,16.68908312,7.702653748,3.851326874,3.851326874,1.283775625,0,0,2.567551249,0,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,7.20332171,0,0,0,0,0,0,0,0,0,0,0
871,9.30623962,17.44919929,1.938799921,0,3.102079873,0,0,1.551039937,0,0,0,0,0,0,1.551039937,0,0,0
872,10.1115389,16.17846224,0,0,10.1115389,0,0,0,0,0,0,0,0,0,0,0,0,0
873,9.159817351,18.3196347,0,0,11.44977169,0,0,0,0,0,0,0,0,0,0,0,0,0
874,15.90076683,25.44122692,3.180153365,0,12.72061346,0,0,0,0,0,0,0,0,0,0,0,0,0
875,7.323749735,14.64749947,0,0,9.154687169,0,0,0,0,0,1.830937434,0,0,0,0,0,0,0
876,9.66258841,19.32517682,0,5.368104672,1.073620934,0,0,0,0,0,0,0,0,0,0,0,0,0
877,19.00801249,24.71041623,1.900801249,0,7.603204995,0,0,0,1.900801249,0,0,0,1.900801249,0,0,0,0,0
878,19.06779464,24.78813303,1.906779464,0,7.627117854,0,0,0,1.906779464,0,0,0,1.906779464,0,0,0,0,0
879,19.00052001,24.70067601,1.900052001,0,7.600208004,0,0,0,1.900052001,0,0,0,1.900052001,0,0,0,0,0
880,19.01178067,24.71531487,1.901178067,0,7.604712266,0,0,0,1.901178067,0,0,0,1.901178067,0,0,0,0,0
881,19.09361836,24.82170387,1.909361836,0,7.637447346,0,0,0,1.909361836,0,0,0,1.909361836,0,0,0,0,0
882,19.10173079,24.83225002,1.910173079,0,7.640692315,0,0,0,1.910173079,0,0,0,1.910173079,0,0,0,0,0
883,21.71323929,28.22721107,2.171323929,0,8.685295715,0,0,0,2.171323929,0,0,0,2.171323929,0,0,0,0,0
884,10.45571422,10.45571422,5.22785711,0,0,0,0,0,0,0,0,0,0,10.45571422,10.45571422,0,0,0
885,31.9295332,29.02684837,0,0,2.902684837,0,2.902684837,0,5.805369673,0,0,0,0,0,0,0,0,0
886,30.01792267,30.01792267,0,0,6.754032601,0,3.001792267,0,6.003584534,0,0,0,0,0,0,0,0,0
887,15.28928074,30.57856148,0,5.733480277,9.555800461,0,0,0,0,0,0,0,0,0,0,0,0,0
888,20.13822013,16.1105761,8.055288052,2.013822013,6.041466039,0,0,8.055288052,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,16.68606819,30.59112502,6.952528414,4.171517048,6.952528414,0,0,0,0,0,0,0,1.390505683,0,0,0,0,0
893,19.68362864,29.52544296,9.841814319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,11.97087699,14.63107188,0.665048722,0,2.660194887,0,0,0.665048722,0.997573083,0,0,0,0,0,0.665048722,0,0,0
895,18.94328699,30.78284135,2.367910873,0,11.83955437,0,0,0,0,0,0,0,0,0,0,0,0,0
896,13.29832304,26.59664607,0,0,13.29832304,0,0,0,0,0,0,0,0,0,0,0,0,0
897,13.12452386,26.24904772,0,0,13.12452386,0,0,0,0,0,0,0,0,0,0,0,0,0
898,13.12503279,26.25006558,0,0,13.12503279,0,0,0,0,0,0,0,0,0,0,0,0,0
899,19.56923215,31.80000225,2.446154019,0,12.23077009,0,0,0,0,0,0,0,0,0,0,0,0,0
900,21.10973744,34.30332335,2.638717181,0,13.1935859,0,0,0,0,0,0,0,0,0,0,0,0,0
901,18.29612584,29.73120449,2.28701573,0,11.43507865,0,0,0,0,0,0,0,0,0,0,0,0,0
902,18.30071098,29.73865534,2.287588872,0,11.43794436,0,0,0,0,0,0,0,0,0,0,0,0,0
903,20.3001663,21.99184682,1.691680525,0,8.458402624,0,0,0,3.383361049,0,0,0,0,0,0,0,0,0
904,4.45784725,11.88759267,0,0,5.943796334,0,0,0,0,0,0,0,0,0,2.971898167,0,0,0
905,34.80836999,24.36585899,3.480836999,0,13.92334799,0,0,0,10.442511,0,0,0,0,0,0,0,0,0
906,34.14053466,23.89837426,3.414053466,0,13.65621386,0,0,0,10.2421604,0,0,0,0,0,0,0,0,0
907,33.90220653,23.73154457,3.390220653,0,13.56088261,0,0,0,10.17066196,0,0,0,0,0,0,0,0,0
908,37.403229,21.81855025,3.11693575,0,12.467743,0,0,0,12.467743,0,0,0,0,0,0,0,0,0
909,35.16726999,20.51424083,2.930605833,0,11.72242333,0,0,0,11.72242333,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,5.63846675,15.03591133,0,3.758977833,5.63846675,0,1.879488917,0,0,0,0,0,0,0,0,0,0,0
913,14.76587966,29.53175932,0,0,14.76587966,0,0,0,0,0,0,0,0,0,0,0,0,0
914,14.74524566,29.49049132,0,0,14.74524566,0,0,0,0,0,0,0,0,0,0,0,0,0
915,32.92224963,29.92931785,4.489397677,2.992931785,2.992931785,0,0,0,6.734096516,0,0,0,0,0,0,0,0,0
916,26.98338735,36.6203114,1.92738481,1.92738481,5.782154431,0,0,0,1.92738481,0,0,0,0,0,0,0,0,0
917,19.46648326,29.19972488,0,0,9.733241628,0,0,0,0,0,0,0,0,0,0,0,0,0
918,7.988597549,23.96579265,0,15.9771951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,19.4223117,31.5612565,2.427788962,0,9.711155848,0,0,0,0,0,0,0,0,0,0,0,0,0
921,18.00624848,30.61062242,1.800624848,0,7.202499392,0,0,0,0,0,0,0,0,0,0,0,0,0
922,12.95508702,25.91017403,2.159181169,2.159181169,4.318362339,0,0,0,0,0,0,0,0,0,0,0,0,0
923,11.70371348,21.73546788,1.671959068,1.671959068,3.343918136,0,0,0,0,0,0,0,0,0,0,0,0,0
924,12.65425438,21.09042397,6.327127192,0,8.436169589,0,0,0,0,0,0,0,0,0,0,0,0,0
925,19.62278889,6.540929631,0,0,13.08185926,0,0,0,16.35232408,0,0,0,0,0,0,0,0,0
926,7.361347193,17.66723326,1.472269439,0,6.625212474,0,0,1.472269439,0,0.736134719,0,0,0,0,0,0,0,0
927,19.01388972,26.14409836,14.26041729,2.376736214,2.376736214,0,0,0,0,0,0,0,0,0,0,0,0,0
928,18.23884197,25.07840771,13.67913148,2.279855246,2.279855246,0,0,0,0,0,0,0,0,0,0,0,0,0
929,18.12626794,24.92361841,13.59470095,2.265783492,2.265783492,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,20.40781995,16.32625596,8.163127978,2.040781995,6.122345984,0,0,8.163127978,0,0,0,0,0,0,0,0,0,0
932,0,27.20582229,0,27.20582229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,0,12.74964292,0,8.49976195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,4.574488676,18.2979547,0,0,13.72346603,0,0,0,0,0,0,0,0,0,0,0,0,0
935,4.383076096,17.53230438,0,0,13.14922829,0,0,0,0,0,0,0,0,0,0,0,0,0
936,5.604142529,11.20828506,0,0,5.604142529,0.467011877,0,0,0,0,0,0,0,0,0,0,0,0
937,5.611065817,11.22213163,0,0,5.611065817,0.467588818,0,0,0,0,0,0,0,0,0,0,0,0
938,5.530726549,11.0614531,0,0,5.530726549,0.460893879,0,0,0,0,0,0,0,0,0,0,0,0
939,16.50692585,31.51322207,0,0,12.00503698,0,0,0,0,0,0,0,0,0,0,0,0,0
940,16.8305763,30.29503734,0,1.12203842,5.610192101,0,0,0,0,0,0,0,0,0,0,0,0,0
941,17.25049461,31.62590679,0,1.916721624,3.833443247,0,0,0,0,0,0,0,0,0,0,0,0,0
942,20.89451134,38.30660413,3.482418557,6.964837114,0,0,0,3.482418557,0,0,0,0,0,0,0,0,0,0
943,20.1091878,33.03652281,2.872741114,5.745482229,2.872741114,0,0,2.872741114,0,0,0,0,0,0,0,0,0,0
944,21.05088512,38.59328938,3.508480853,7.016961706,0,0,0,3.508480853,0,0,0,0,0,0,0,0,0,0
945,20.01581028,35.2278261,3.202529645,6.405059291,1.601264823,0,0,4.003162057,0,0,0,0,0,0,0,0,0,0
946,35.48049114,0,0,0,2.72926855,0,5.458537099,0,10.9170742,0,0,0,8.187805649,0,0,0,0,0
947,10.42925991,20.85851982,0,0,13.03657489,0,0,0,0,0,0,0,0,0,0,0,0,0
948,5.687117502,5.687117502,0,0,15.16564667,0,0,5.687117502,0,0,0.947852917,0,0,0,0,0,0,0
949,6.306776905,12.61355381,0,0,5.606023915,0,0,0,0,0,0.350376495,0,0,0,0,0,0,0
950,20.29276472,30.43914708,5.07319118,5.07319118,5.07319118,0,0,0,0,0,0,0,0,0,0,0,0,0
951,10.76607437,21.53214875,0,0,13.45759297,0,0,0,0,0,0,0,0,0,0,0,0,0
952,10.76607437,21.53214875,0,0,13.45759297,0,0,0,0,0,0,0,0,0,0,0,0,0
953,5.590375879,27.95187939,0,18.63458626,3.726917253,0,0,0,0,0,0,0,0,0,0,0,0,0
954,11.72920923,18.76673477,2.345841847,4.691683694,4.691683694,0,0,0,0,0,0,0,0,0,0,0,0,0
955,7.524014241,15.04802848,0,0,7.524014241,0,0,1.88100356,0,0,0,0,0,0,0,0,0,0
956,5.764090317,15.37090751,0,0,7.685453756,0,0,0,0,0,0,0,0,1.921363439,0,0,0,0
957,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02783509,11.02783509,0,0,0
958,10.99094819,7.850677279,1.570135456,0,0,0,0,0,1.570135456,0,0,0,0,9.420812735,10.99094819,0,0,1.570135456
959,11.04887492,7.892053513,1.578410703,0,0,0,0,0,1.578410703,0,0,0,0,9.470464215,11.04887492,0,0,1.578410703
960,17.42745478,13.94196382,0,0,6.970981911,0,0,0,5.228236433,0,0,0,1.742745478,0,0,0,0,0
961,13.62337735,21.79740377,0,0,10.89870188,2.724675471,0,0,0,0,0,0,0,0,0,0,0,0
962,10.94077043,21.88154085,0,5.470385213,5.470385213,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0,7.633333829,0,0,15.26666766,0,0,0,10.17777844,0,0,0,0,0,0,15.26666766,0,0
964,5.667493485,11.33498697,5.667493485,0,0,0,0,0,0,0,0,0,0,12.27956922,8.501240228,0,0,0.944582248
965,13.49885138,20.24827707,0,0,13.49885138,0,0,0,0,0,0,0,0,0,6.74942569,0,0,0
966,10.85933782,21.71867564,0,1.357417228,9.501920593,0,0,0,0,0,0,0,0,0,0,0,0,0
967,18.866242,15.72186834,3.144373667,0,3.144373667,0,0,0,3.930467084,0,0,0,0,0,0,0,0,0
968,28.42402416,16.24229952,0,4.06057488,4.06057488,2.03028744,0,0,8.121149761,0,0,0,0,0,0,0,0,0
969,39.84737748,27.89316424,0,1.992368874,5.977106622,0,0,0,13.94658212,0,0,0,0,0,0,0,0,0
970,15.07116718,26.37454256,0,0,7.535583588,0,0,0,0,0,0,0,0,0,0,0,0,0
971,11.58740257,20.27795451,0,0,5.793701287,0,0,0,0,0,0,0,0,0,0,0,0,0
972,20.76382574,24.22446336,5.190956434,1.730318811,6.921275245,0,0,0,3.460637623,0,0,0,0,0,0,0,0,0
973,5.981440485,14.95360121,5.981440485,0,11.96288097,1.495360121,0,0,0,0,0,0,0,0,0,0,0,0
974,27.70257686,5.540515372,0,9.234192287,1.846838457,0,0,0,16.62154612,0,0,0,0,0,0,0,0,0
975,19.35079586,13.82199704,0,5.528798816,5.528798816,0,0,0,8.293198224,0,0,0,5.528798816,0,0,0,0,0
976,17.06453141,8.532265706,0,8.532265706,12.79839856,0,0,0,8.532265706,0,0,0,0,0,0,0,0,0
977,17.44120775,8.720603877,0,8.720603877,13.08090582,0,0,0,8.720603877,0,0,0,0,0,0,0,0,0
978,20.20444819,10.1022241,0,20.20444819,0,0,0,0,10.1022241,0,0,0,0,0,0,0,0,0
979,36.47604836,28.05849874,5.611699748,0,7.014624685,0,0,0,8.417549621,0,0,0,0,0,0,0,0,0
980,15.19973775,20.8996394,1.899967218,0,0,0,0,1.899967218,1.899967218,0,0,0,0,3.799934436,7.599868873,0,0,3.799934436
981,14.99320181,20.61565249,1.874150227,0,0,0,0,1.874150227,1.874150227,0,0,0,0,3.748300453,7.496600907,0,0,3.748300453
982,15.05720902,20.70366241,1.882151128,0,0,0,0,1.882151128,1.882151128,0,0,0,0,3.764302256,7.528604512,0,0,3.764302256
983,14.93795288,20.53968521,1.86724411,0,0,0,0,1.86724411,1.86724411,0,0,0,0,0,7.468976439,0,0,7.468976439
984,10.75628859,21.51257718,3.58542953,0,10.75628859,0,0,0,0,3.58542953,0,0,0,0,3.58542953,0,0,0
985,3.598405539,10.79521662,14.39362216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,4.559920839,22.7996042,0,9.119841678,9.119841678,0,0,0,0,0,0,0,0,0,0,0,0,0
987,10.70324643,24.97424167,3.56774881,0,14.27099524,0,0,0,0,0,0,0,0,0,0,0,0,0
988,10.67703605,24.91308412,3.559012018,0,14.23604807,0,0,0,0,0,0,0,0,0,0,0,0,0
989,14.02279211,0,0,0,2.804558423,0,0,5.609116845,8.413675268,0,0,0,0,11.21823369,11.21823369,0,0,0
990,9.97550798,29.92652394,0,0,19.95101596,0,0,0,0,0,0,0,0,0,0,0,0,0
991,9.566776273,28.70032882,0,0,19.13355255,0,0,0,0,0,0,0,0,0,0,0,0,0
992,17.16894442,30.04565273,12.87670831,6.438354157,6.438354157,2.146118052,0,0,0,0,0,0,0,0,0,0,0,0
993,22.36078386,33.5411758,13.97548992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,12.40236665,21.26119997,0,1.771766664,8.85883332,1.771766664,0,0,0,0,0,0,0,0,0,0,0,0
995,17.23647344,29.08654894,0,1.07727959,5.386397951,0,0,0,0,0,0,0,0,0,0,0,0,0
996,6.31292429,18.93877287,0,12.62584858,0.701436032,0,0,0,0,0,0,0,0,0,0,0,0,0
997,18.34946848,24.46595797,0,0,12.23297899,0,0,0,3.058244747,0,0,0,0,0,0,0,0,0
998,25.75927208,35.12628012,7.025256023,2.341752008,2.341752008,0,0,0,0,0,0,0,0,0,0,0,0,0
999,10.44167652,11.13778828,6.265005909,0.696111768,5.568894142,0,0,2.784447071,3.480558838,0,0,0,0,0,0,6.265005909,0,0
1000,14.72171657,14.72171657,0,0,29.44343313,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,14.6602702,14.6602702,0,0,29.32054041,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,14.77480565,14.77480565,0,0,29.5496113,0,0,0,0,0,0,0,0,0,0,0,0,0
