Order,H_,C_R,N_R,O_R,O_2,O_3_f,P_3+q,C_2,C_3,Cl,O_2_z,S_R,N_3,N_2,C_1,F_,Br,N_1
1752,5.084055742,0,0,0,7.626083612,0,5.084055742,0,2.542027871,0,0,0,0,0,0,7.626083612,0,0
1753,10.71881899,21.43763797,0,0,13.39852373,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0,0,0,0,0,0,8.310881438,0,0,0,0,0,0,0,0,0,0,0
1756,16.68911549,22.25215399,11.126077,5.563038498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,17.59566467,11.73044311,23.46088622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,10.77899097,20.01812609,3.079711707,1.539855853,7.699279266,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,4.453439315,22.26719657,8.906878629,4.453439315,13.36031794,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,7.783672751,23.35101825,0,15.5673455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,0,0,0,0,0,0,0,0,0,0,0,0,0,2.585164806,6.893772816,0,0,4.30860801
1762,30.68235815,18.88145117,0,0,4.720362793,0,4.720362793,0,9.440725586,0,0,0,0,0,0,0,0,0
1763,13.6546373,20.48195595,0,5.851987413,0,0,0,0,0,0,0,0,0.975331236,0,0,0,0,0
1764,20.40605225,5.101513062,20.40605225,0,2.550756531,0,0,0,10.20302612,0,0,0,0,0,0,0,0,0
1765,11.95224604,23.90449208,0,0,11.95224604,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,16.23475185,11.59625132,4.638500529,0,2.319250264,0.579812566,0,0,4.638500529,0,0,0,0,0,0,0,0,0
1767,0,12.70786759,0,0,25.41573519,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,8.538660688,11.38488092,0,0,0
1769,0,0,0,0,0,0,0,0,0,0,0,0,0,8.689930077,11.58657344,0,0,0
1770,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13044588,12.17392784,0,0,0
1771,0,0,0,0,0,0,0,0,0,0,0,0,0,4.453124387,11.87499837,0,0,4.453124387
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,8.758486716,11.67798229,0,0,0
1773,26.80583484,8.935278282,13.40291742,0,0,0,0,0,8.935278282,0,0,0,0,0,0,0,0,0
1774,5.435111351,14.49363027,0,0,7.246815135,0,0,0,0,0,0,0,0,0,1.811703784,0,0,0
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,0,10.70953698,21.41907396,0,10.70953698,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,24.87867429,0,0,0,0,0,8.292891431,0,8.292891431,0,0,0,0,0,0,0,0,0
1778,19.45251738,27.23352433,1.945251738,0,11.67151043,0,0,0,1.945251738,0,0,0,0,0,0,0,0,0
1779,17.95756958,25.35186293,3.168982867,10.56327622,4.225310489,0,0,0,0,0,0,0,2.112655245,0,0,0,0,0
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,20.64040587,17.69177646,14.74314705,0,5.897258819,0,0,0,2.948629409,0,0,0,0,0,0,0,0,0
1784,15.38519711,21.30258061,3.550430102,0,4.733906803,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,20.06158774,34.39129327,2.865941106,0,5.731882211,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,22.58239782,27.09887738,0,0,13.54943869,0,0,0,4.516479563,0,0,0,0,0,0,0,0,0
1788,9.568719972,23.92179993,1.594786662,11.16350663,3.189573324,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,12.38746581,24.77493163,0,3.096866453,9.29059936,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,16.19521681,26.67447475,0,6.668618687,0.952659812,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,12.03182376,8.021215843,4.010607921,0,4.010607921,0,0,0,4.010607921,0,0,0,0,0,0,0,0,0
1792,27.1257154,24.86523912,4.520952566,0,9.041905133,0,0,0,5.651190708,0,0,0,0,0,0,0,0,0
1793,9.787016044,19.57403209,0,0,13.04935473,0,0,0,0,0,0,0,0,3.262338681,6.524677363,0,0,0
1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,16.04733424,20.0591678,4.01183356,0,0,0,0,0,0,0,0,0,0,0,0,6.017750339,0,0
1796,22.52868004,33.79302007,2.816085006,0,7.040212514,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,12.9759344,25.95186881,4.325311468,8.650622935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,13.00700059,26.01400117,4.335666862,8.671333724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,16.82258081,16.82258081,11.21505387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,15.93589791,15.93589791,10.62393194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,13.8326709,13.8326709,9.221780602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,12.91901574,19.37852361,19.37852361,12.91901574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,24.46382866,14.6782972,9.785531465,0,0,0,0,0,4.892765732,0,0,0,0,0,0,0,0,0
1804,13.9746946,13.9746946,9.316463066,0,4.658231533,0,0,4.658231533,0,0,0,0,0,0,0,0,0,0
1805,5.063290251,15.18987075,0,0,10.1265805,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,12.35458675,18.12006057,0,0,6.589112934,0,0,0,1.647278233,0,0,0,0.823639117,0,0,0,0,0
1807,15.30277112,22.44406431,0,0,8.161477932,0,0,0,2.040369483,0,0,0,1.020184742,0,0,0,0,0
1808,21.15526987,31.7329048,2.644408734,2.644408734,2.644408734,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,20.16619983,30.24929974,2.520774978,2.520774978,2.520774978,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,24.60051205,33.82570407,3.075064006,0,0,0,0,0,0.768766002,0,0,0,0,0,0,0,0,0
1811,12.67897081,25.35794162,0,0,12.67897081,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,17.42745478,13.94196382,0,0,6.970981911,0,0,0,5.228236433,0,0,0,1.742745478,0,0,0,0,0
1813,4.520946007,18.08378403,0,0,13.56283802,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,14.98998247,16.86373028,2.810621713,1.873747809,5.621243426,0,0,0,1.873747809,0,0,0,0,0,0,0,0,0
1815,4.369426097,17.47770439,0,0,13.10827829,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,19.21544533,11.5292672,0,0,0,0,0,0,3.843089066,0,0,0,3.843089066,7.686178132,7.686178132,0,0,0
